PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,cluster
4614,oxaprozin,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,1,2,-1,1,1,19
34312,oxcarbazepine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,1,1,-1,-1,-1,1,19
5852,penicillamine,2,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)([C@H](C(=O)O)N)S,1,1,-1,-1,-1,-1,19
4735,pentamidine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,1,1,-1,-1,-1,-1,19
4748,perphenazine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,1,1,-1,-1,-1,-1,32
4763,phenobarbital,3,Less-DILI-Concern,vLess-DILI-Concern,.,Hepatotoxic,.,Postive,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,1,1,-1,1,-1,1,19
4829,pioglitazone,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1,1,1,0,0,-1,166
5280452,piroxicam,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,CN1/C(=C(\NC2=CC=CC=N2)/O)/C(=O)C3=CC=CC=C3S1(=O)=O,1,1,2,1,1,-1,167
54687,pravastatin,3,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,Postive,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,1,1,-1,0,-1,1,168
4915,procarbazine,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,1,1,2,-1,1,-1,169
1046,pyrazinamide,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1=CN=C(C=N1)C(=O)N,1,1,2,1,1,1,19
4993,pyrimethamine,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,1,1,2,-1,1,1,170
5002,quetiapine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,1,1,-1,-1,-1,1,171
8549,quinine,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3CC4CCN3C[C@@H]4C=C)O,1,1,2,-1,1,-1,172
77999,rosiglitazone,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,1,1,1,0,0,-1,173
6439133,rosuvastatin,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC(C)C1=NC(=NC(=C1/C=C/[C@@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,1,1,-1,-1,-1,1,174
5161,salsalate,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,1,1,-1,-1,-1,1,19
60787,saquinavir,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,1,1,2,-1,1,-1,175
54454,simvastatin,3,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,Negative,Postive,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,1,1,-1,0,0,1,157
9354,succimer,2,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C(C(C(=O)O)S)(C(=O)O)S,1,1,-1,-1,-1,1,19
34698,teniposide,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)COC(O7)C8=CC=CS8)O)O,1,1,-1,-1,-1,-1,176
464205,tenofovir,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O,1,1,-1,-1,-1,-1,177
5353990,tetracycline,2,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CC1(C2CC3C(C(=O)/C(=C(\N)/O)/C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1,1,2,1,1,1,178
2723601,thioguanine,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C1=NC2=C(N1)C(=S)N=C(N2)N,1,1,2,-1,1,-1,19
5453,thiotepa,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN1P(=S)(N2CC2)N3CC3,1,1,-1,-1,-1,-1,19
119607,valdecoxib,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,1,1,-1,-1,-1,1,179
2520,verapamil,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,Postive,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,1,1,1,-1,0,1,180
445354,vitamin a,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,Positive,.,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,1,1,-1,-1,1,-1,109
71158,acamprosate,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,CC(=O)NCCCS(=O)(=O)O,1,1,-1,-1,-1,0,19
1978,acebutolol,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,1,1,-1,-1,-1,-1,181
2022,aciclovir,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=NC2=C(N1COCCO)NC(=NC2=O)N,1,1,-1,-1,-1,-1,182
2092,alfuzosin,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,1,1,-1,-1,-1,-1,183
2099,alosetron,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,1,1,-1,-1,-1,-1,184
2118,alprazolam,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,1,1,-1,-1,-1,-1,185
16231,amiloride,3,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,Postive,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,1,1,0,-1,0,1,186
2160,amitriptyline,5,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,Postive,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,1,1,1,0,1,32
2162,amlodipine,5,Less-DILI-Concern,vLess-DILI-Concern,.,non-hepatotixic,.,Postive,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,1,1,-1,0,-1,1,187
33613,amoxicillin,5,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,1,1,1,0,0,1,139
2187,anastrozole,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,1,1,-1,-1,-1,-1,188
2249,atenolol,4,Less-DILI-Concern,vLess-DILI-Concern,NE,.,Negative,Postive,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,1,1,0,-1,0,1,189
55185,azithromycin,7,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,Postive,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H](C([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,1,1,1,1,0,1,86
2284,baclofen,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,1,1,-1,-1,-1,-1,19
5362124,benazepril,4,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,1,1,1,-1,0,-1,190
2315,bendroflumethiazide,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,1,1,-1,-1,-1,-1,191
444,bupropion,5,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,Postive,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1,1,1,-1,0,1,192
2541,candesartan,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,1,1,1,-1,0,-1,193
44093,captopril,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1,1,2,-1,1,1,194
2585,carvedilol,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,1,1,-1,-1,-1,-1,195
40958,cefaclor,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,1,1,-1,-1,-1,1,196
2610,cefadroxil,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,1,2,-1,1,1,196
656510,cefazolin,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CC1=NN=C(S1)SCC2=C(N3C([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,1,1,-1,-1,-1,1,197
6915944,cefdinir,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,198
5479537,cefepime,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],1,1,-1,-1,-1,1,199
44185,cefoperazone,3,Less-DILI-Concern,vLess-DILI-Concern,NE,non-hepatotixic,Negative,.,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,1,1,0,0,0,-1,200
456256,cefotaxime,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,201
5281006,cefprozil,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,196
5481173,ceftazidime,3,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,.,CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],1,1,1,1,0,-1,202
5361919,ceftriaxone,4,Less-DILI-Concern,vLess-DILI-Concern,HH,non-hepatotixic,Positive,Postive,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,1,1,2,0,1,1,201
5361202,cefuroxime,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,1,1,-1,-1,-1,1,203
27447,cephalexin,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,1,1,-1,-1,-1,-1,196
2678,cetirizine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,1,-1,-1,-1,-1,204
2712,chlordiazepoxide,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,1,1,-1,-1,-1,-1,205
2719,chloroquine,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,1,1,1,0,0,-1,206
2720,chlorothiazide,2,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,1,1,-1,-1,-1,-1,207
2726,chlorpromazine,2,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1,1,2,1,1,1,32
2727,chlorpropamide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,1,1,2,1,1,-1,208
2756,cimetidine,2,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,.,CC1=C(N=CN1)CSCCNC(=NC)NC#N,1,1,1,1,0,-1,209
2771,citalopram,7,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,1,1,1,-1,0,-1,210
2802,clonazepam,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,1,1,-1,-1,-1,0,211
60606,clopidogrel,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Negative,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,1,1,-1,-1,-1,0,212
27686,cromoglicate,3,Less-DILI-Concern,vLess-DILI-Concern,NE,non-hepatotixic,Negative,.,C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,1,1,0,0,0,-1,213
2895,cyclobenzaprine,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,1,1,-1,-1,-1,-1,32
2907,cyclophosphamide,5,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,Postive,C1CNP(=O)(OC1)N(CCCl)CCCl,1,1,2,1,1,1,214
2913,cyproheptadine,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,1,1,2,-1,1,-1,215
.,dalteparin sodium,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],1,1,-1,-1,-1,-1,216
16129629,daptomycin,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,1,1,-1,-1,-1,-1,217
3062316,dasatinib,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,1,1,-1,-1,-1,-1,218
124087,desloratadine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,1,1,-1,-1,-1,-1,219
125017,desvenlafaxine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,1,1,-1,-1,-1,-1,220
9578005,dexlansoprazole,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,1,1,-1,-1,-1,-1,221
154101,dexmethylphenidate,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,1,1,-1,-1,-1,-1,222
3114,disopyramide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,1,1,2,-1,1,-1,223
3152,donepezil,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,.,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,1,1,1,0,0,-1,224
667477,doxepin,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,1,1,-1,-1,-1,-1,32
31703,doxorubicin,3,Less-DILI-Concern,vLess-DILI-Concern,.,Hepatotoxic,Positive,Postive,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,1,1,-1,1,1,1,225
5281011,doxycycline,3,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,1,1,2,-1,1,1,178
5362032,enalapril,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CCOC(=O)[C@@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,1,1,-1,-1,-1,1,226
25244225,enoxaparin,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C([C@@H]1C([C@@H](C(C(O1)O)NS(=O)(=O)[O-])O)O[C@H]2C([C@H](C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-],1,1,-1,-1,-1,-1,216
146570,escitalopram,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,1,1,-1,-1,-1,1,210
9579578,esomeprazole Sodium,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=CN=C(C(=C1OC)C)C[S@@](=O)C2=NC3=C(N2)C=C(C=C3)OC,1,1,-1,-1,-1,-1,227
5757,estradiol,2,Less-DILI-Concern,vLess-DILI-Concern,WE,Hepatotoxic,Negative,.,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,1,1,1,1,0,-1,228
36462,etoposide,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,1,1,2,1,1,-1,176
3325,famotidine,3,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,1,1,1,-1,0,-1,229
3333,felodipine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,1,1,-1,-1,-1,1,187
3356,flecainide,7,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Negative,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,1,1,2,-1,1,0,230
3386,fluoxetine,3,Less-DILI-Concern,vLess-DILI-Concern,WE,non-hepatotixic,Negative,Postive,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,1,1,1,0,0,1,78
3393,flurazepam,4,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,1,1,-1,-1,-1,-1,231
636380,fondaparinux sodium,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],1,1,-1,-1,-1,-1,232
446987,fosfomycin,6,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C[C@H]1[C@H](O1)P(=O)(O)O,1,1,-1,-1,-1,-1,19
55891,fosinopril,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,1,1,-1,-1,-1,-1,233
3488,glibenclamide,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1,1,-1,-1,-1,-1,234
3476,glimepiride,7,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,1,1,1,-1,0,-1,235
3478,glipizide,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1,1,-1,-1,-1,-1,236
3559,haloperidol,5,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1,1,-1,-1,-1,-1,237
772,heparin sodium,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,1,1,-1,-1,-1,-1,238
3637,hydralazine,3,Less-DILI-Concern,vLess-DILI-Concern,.,Hepatotoxic,.,Postive,C1=CC=C2C(=C1)C=NN=C2NN,1,1,-1,1,-1,1,239
3639,hydrochlorothiazide,2,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,Postive,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,1,1,2,-1,1,1,207
3652,hydroxychloroquine,7,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,Postive,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,1,1,-1,-1,-1,1,206
3690,ifosfamide,4,Less-DILI-Concern,vLess-DILI-Concern,HH,.,Positive,.,C1CN(P(=O)(OC1)NCCCl)CCCl,1,1,2,-1,1,-1,240
3696,imipramine,3,Less-DILI-Concern,vLess-DILI-Concern,HH,Hepatotoxic,Positive,.,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1,1,2,1,1,-1,32
3749,irbesartan,5,Less-DILI-Concern,vLess-DILI-Concern,WE,.,Negative,.,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,1,1,1,-1,0,-1,241
60838,irinotecan,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,1,1,-1,-1,-1,-1,242
3784,isradipine,3,Less-DILI-Concern,vLess-DILI-Concern,.,.,.,.,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,1,1,-1,-1,-1,-1,243
