SAMPLE_KEY,Sakatis,Zhu,Xu,Greene,vNCTR,NCTR,Severity Class
25962-I16-4,-1,-1,1,2,1,0,0
25962-I16-5,-1,-1,1,2,1,0,0
25962-I16-6,-1,-1,1,2,1,0,0
25965-I16-1,-1,-1,1,2,1,0,0
25965-I16-2,-1,-1,1,2,1,0,0
25965-I16-3,-1,-1,1,2,1,0,0
25965-I16-4,-1,-1,1,2,1,0,0
25965-I16-5,-1,-1,1,2,1,0,0
25965-I16-6,-1,-1,1,2,1,0,0
25966-I16-1,-1,-1,1,2,1,0,0
25966-I16-2,-1,-1,1,2,1,0,0
25966-I16-3,-1,-1,1,2,1,0,0
25966-I16-4,-1,-1,1,2,1,0,0
25966-I16-5,-1,-1,1,2,1,0,0
25966-I16-6,-1,-1,1,2,1,0,0
24305-B11-1,0,-1,-1,-1,1,0,0
24305-B11-2,0,-1,-1,-1,1,0,0
24305-B11-3,0,-1,-1,-1,1,0,0
24305-B11-4,0,-1,-1,-1,1,0,0
24305-B11-5,0,-1,-1,-1,1,0,0
24305-B11-6,0,-1,-1,-1,1,0,0
24306-B11-1,0,-1,-1,-1,1,0,0
24306-B11-2,0,-1,-1,-1,1,0,0
24306-B11-3,0,-1,-1,-1,1,0,0
24306-B11-4,0,-1,-1,-1,1,0,0
24306-B11-5,0,-1,-1,-1,1,0,0
24306-B11-6,0,-1,-1,-1,1,0,0
24307-B11-1,0,-1,-1,-1,1,0,0
24307-B11-2,0,-1,-1,-1,1,0,0
24307-B11-3,0,-1,-1,-1,1,0,0
24307-B11-4,0,-1,-1,-1,1,0,0
24307-B11-5,0,-1,-1,-1,1,0,0
24307-B11-6,0,-1,-1,-1,1,0,0
24352-B11-1,0,-1,-1,-1,1,0,0
24352-B11-2,0,-1,-1,-1,1,0,0
24352-B11-3,0,-1,-1,-1,1,0,0
24352-B11-4,0,-1,-1,-1,1,0,0
24352-B11-5,0,-1,-1,-1,1,0,0
24352-B11-6,0,-1,-1,-1,1,0,0
25955-B11-1,0,-1,-1,-1,1,0,0
25955-B11-2,0,-1,-1,-1,1,0,0
25955-B11-3,0,-1,-1,-1,1,0,0
25955-B11-4,0,-1,-1,-1,1,0,0
25955-B11-5,0,-1,-1,-1,1,0,0
25955-B11-6,0,-1,-1,-1,1,0,0
25962-B11-1,0,-1,-1,-1,1,0,0
25962-B11-2,0,-1,-1,-1,1,0,0
25962-B11-3,0,-1,-1,-1,1,0,0
25962-B11-4,0,-1,-1,-1,1,0,0
25962-B11-5,0,-1,-1,-1,1,0,0
25962-B11-6,0,-1,-1,-1,1,0,0
25965-B11-1,0,-1,-1,-1,1,0,0
25965-B11-2,0,-1,-1,-1,1,0,0
25965-B11-3,0,-1,-1,-1,1,0,0
25965-B11-4,0,-1,-1,-1,1,0,0
25965-B11-5,0,-1,-1,-1,1,0,0
25965-B11-6,0,-1,-1,-1,1,0,0
25966-B11-1,0,-1,-1,-1,1,0,0
25966-B11-2,0,-1,-1,-1,1,0,0
25966-B11-3,0,-1,-1,-1,1,0,0
25966-B11-4,0,-1,-1,-1,1,0,0
25966-B11-5,0,-1,-1,-1,1,0,0
25966-B11-6,0,-1,-1,-1,1,0,0
24310-J07-1,-1,1,1,2,1,0,3
24310-J07-2,-1,1,1,2,1,0,3
24310-J07-3,-1,1,1,2,1,0,3
24310-J07-4,-1,1,1,2,1,0,3
24310-J07-5,-1,1,1,2,1,0,3
24310-J07-6,-1,1,1,2,1,0,3
24311-J07-1,-1,1,1,2,1,0,3
24311-J07-2,-1,1,1,2,1,0,3
24311-J07-3,-1,1,1,2,1,0,3
24311-J07-4,-1,1,1,2,1,0,3
24311-J07-5,-1,1,1,2,1,0,3
24311-J07-6,-1,1,1,2,1,0,3
24312-J07-1,-1,1,1,2,1,0,3
24312-J07-2,-1,1,1,2,1,0,3
24312-J07-3,-1,1,1,2,1,0,3
24312-J07-4,-1,1,1,2,1,0,3
24312-J07-5,-1,1,1,2,1,0,3
24312-J07-6,-1,1,1,2,1,0,3
24313-J07-1,-1,1,1,2,1,0,3
24313-J07-2,-1,1,1,2,1,0,3
24313-J07-3,-1,1,1,2,1,0,3
24313-J07-4,-1,1,1,2,1,0,3
24313-J07-5,-1,1,1,2,1,0,3
24313-J07-6,-1,1,1,2,1,0,3
25985-J07-1,-1,1,1,2,1,0,3
25985-J07-2,-1,1,1,2,1,0,3
25985-J07-3,-1,1,1,2,1,0,3
25985-J07-4,-1,1,1,2,1,0,3
25985-J07-5,-1,1,1,2,1,0,3
25985-J07-6,-1,1,1,2,1,0,3
25986-J07-1,-1,1,1,2,1,0,3
25986-J07-2,-1,1,1,2,1,0,3
25986-J07-3,-1,1,1,2,1,0,3
25986-J07-4,-1,1,1,2,1,0,3
25986-J07-5,-1,1,1,2,1,0,3
25986-J07-6,-1,1,1,2,1,0,3
25987-J07-1,-1,1,1,2,1,0,3
25987-J07-2,-1,1,1,2,1,0,3
25987-J07-3,-1,1,1,2,1,0,3
25987-J07-4,-1,1,1,2,1,0,3
25987-J07-5,-1,1,1,2,1,0,3
25987-J07-6,-1,1,1,2,1,0,3
25988-J07-1,-1,1,1,2,1,0,3
25988-J07-2,-1,1,1,2,1,0,3
25988-J07-3,-1,1,1,2,1,0,3
25988-J07-4,-1,1,1,2,1,0,3
25988-J07-5,-1,1,1,2,1,0,3
25988-J07-6,-1,1,1,2,1,0,3
24277-J02-1,-1,-1,1,2,1,0,0
24277-J02-2,-1,-1,1,2,1,0,0
24277-J02-3,-1,-1,1,2,1,0,0
24277-J02-4,-1,-1,1,2,1,0,0
24277-J02-5,-1,-1,1,2,1,0,0
24277-J02-6,-1,-1,1,2,1,0,0
24296-J02-1,-1,-1,1,2,1,0,0
24296-J02-2,-1,-1,1,2,1,0,0
24296-J02-3,-1,-1,1,2,1,0,0
24296-J02-4,-1,-1,1,2,1,0,0
24296-J02-5,-1,-1,1,2,1,0,0
24296-J02-6,-1,-1,1,2,1,0,0
24308-J02-1,-1,-1,1,2,1,0,0
24308-J02-2,-1,-1,1,2,1,0,0
24308-J02-3,-1,-1,1,2,1,0,0
24308-J02-4,-1,-1,1,2,1,0,0
24308-J02-5,-1,-1,1,2,1,0,0
24308-J02-6,-1,-1,1,2,1,0,0
24309-J02-1,-1,-1,1,2,1,0,0
24309-J02-2,-1,-1,1,2,1,0,0
24309-J02-3,-1,-1,1,2,1,0,0
24309-J02-4,-1,-1,1,2,1,0,0
24309-J02-5,-1,-1,1,2,1,0,0
24309-J02-6,-1,-1,1,2,1,0,0
25967-J02-1,-1,-1,1,2,1,0,0
25967-J02-2,-1,-1,1,2,1,0,0
25967-J02-3,-1,-1,1,2,1,0,0
25967-J02-4,-1,-1,1,2,1,0,0
25967-J02-5,-1,-1,1,2,1,0,0
25967-J02-6,-1,-1,1,2,1,0,0
25968-J02-1,-1,-1,1,2,1,0,0
25968-J02-2,-1,-1,1,2,1,0,0
25968-J02-3,-1,-1,1,2,1,0,0
25968-J02-4,-1,-1,1,2,1,0,0
25968-J02-5,-1,-1,1,2,1,0,0
25968-J02-6,-1,-1,1,2,1,0,0
25983-J02-1,-1,-1,1,2,1,0,0
25983-J02-2,-1,-1,1,2,1,0,0
25983-J02-3,-1,-1,1,2,1,0,0
25983-J02-4,-1,-1,1,2,1,0,0
25983-J02-5,-1,-1,1,2,1,0,0
25983-J02-6,-1,-1,1,2,1,0,0
25984-J02-1,-1,-1,1,2,1,0,0
25984-J02-2,-1,-1,1,2,1,0,0
25984-J02-3,-1,-1,1,2,1,0,0
25984-J02-4,-1,-1,1,2,1,0,0
25984-J02-5,-1,-1,1,2,1,0,0
25984-J02-6,-1,-1,1,2,1,0,0
25677-O12-1,-1,-1,0,0,0,0,0
25677-O12-2,-1,-1,0,0,0,0,0
25677-O12-3,-1,-1,0,0,0,0,0
25677-O12-4,-1,-1,0,0,0,0,0
25677-O12-5,-1,-1,0,0,0,0,0
25677-O12-6,-1,-1,0,0,0,0,0
25678-O12-1,-1,-1,0,0,0,0,0
25678-O12-2,-1,-1,0,0,0,0,0
25678-O12-3,-1,-1,0,0,0,0,0
25678-O12-4,-1,-1,0,0,0,0,0
25678-O12-5,-1,-1,0,0,0,0,0
25678-O12-6,-1,-1,0,0,0,0,0
25679-O12-1,-1,-1,0,0,0,0,0
25679-O12-2,-1,-1,0,0,0,0,0
25679-O12-3,-1,-1,0,0,0,0,0
25679-O12-4,-1,-1,0,0,0,0,0
25679-O12-5,-1,-1,0,0,0,0,0
25679-O12-6,-1,-1,0,0,0,0,0
25680-O12-1,-1,-1,0,0,0,0,0
25680-O12-2,-1,-1,0,0,0,0,0
25680-O12-3,-1,-1,0,0,0,0,0
25680-O12-4,-1,-1,0,0,0,0,0
25680-O12-5,-1,-1,0,0,0,0,0
25680-O12-6,-1,-1,0,0,0,0,0
24319-H11-1,-1,-1,-1,-1,0,0,0
24319-H11-2,-1,-1,-1,-1,0,0,0
24319-H11-3,-1,-1,-1,-1,0,0,0
24319-H11-4,-1,-1,-1,-1,0,0,0
24319-H11-5,-1,-1,-1,-1,0,0,0
24319-H11-6,-1,-1,-1,-1,0,0,0
24320-H11-1,-1,-1,-1,-1,0,0,0
24320-H11-2,-1,-1,-1,-1,0,0,0
24320-H11-3,-1,-1,-1,-1,0,0,0
24320-H11-4,-1,-1,-1,-1,0,0,0
24320-H11-5,-1,-1,-1,-1,0,0,0
24320-H11-6,-1,-1,-1,-1,0,0,0
24321-H11-1,-1,-1,-1,-1,0,0,0
24321-H11-2,-1,-1,-1,-1,0,0,0
24321-H11-3,-1,-1,-1,-1,0,0,0
24321-H11-4,-1,-1,-1,-1,0,0,0
24321-H11-5,-1,-1,-1,-1,0,0,0
24321-H11-6,-1,-1,-1,-1,0,0,0
24357-H11-1,-1,-1,-1,-1,0,0,0
24357-H11-2,-1,-1,-1,-1,0,0,0
24357-H11-3,-1,-1,-1,-1,0,0,0
24357-H11-4,-1,-1,-1,-1,0,0,0
24357-H11-5,-1,-1,-1,-1,0,0,0
24357-H11-6,-1,-1,-1,-1,0,0,0
25989-H11-1,-1,-1,-1,-1,0,0,0
25989-H11-2,-1,-1,-1,-1,0,0,0
25989-H11-3,-1,-1,-1,-1,0,0,0
25989-H11-4,-1,-1,-1,-1,0,0,0
25989-H11-5,-1,-1,-1,-1,0,0,0
25989-H11-6,-1,-1,-1,-1,0,0,0
25990-H11-1,-1,-1,-1,-1,0,0,0
25990-H11-2,-1,-1,-1,-1,0,0,0
25990-H11-3,-1,-1,-1,-1,0,0,0
25990-H11-4,-1,-1,-1,-1,0,0,0
25990-H11-5,-1,-1,-1,-1,0,0,0
25990-H11-6,-1,-1,-1,-1,0,0,0
25991-H11-1,-1,-1,-1,-1,0,0,0
25991-H11-2,-1,-1,-1,-1,0,0,0
25991-H11-3,-1,-1,-1,-1,0,0,0
25991-H11-4,-1,-1,-1,-1,0,0,0
25991-H11-5,-1,-1,-1,-1,0,0,0
25991-H11-6,-1,-1,-1,-1,0,0,0
25992-H11-1,-1,-1,-1,-1,0,0,0
25992-H11-2,-1,-1,-1,-1,0,0,0
25992-H11-3,-1,-1,-1,-1,0,0,0
25992-H11-4,-1,-1,-1,-1,0,0,0
25992-H11-5,-1,-1,-1,-1,0,0,0
25992-H11-6,-1,-1,-1,-1,0,0,0
24319-N23-1,-1,-1,-1,-1,0,0,0
24319-N23-2,-1,-1,-1,-1,0,0,0
24319-N23-3,-1,-1,-1,-1,0,0,0
24319-N23-4,-1,-1,-1,-1,0,0,0
24319-N23-5,-1,-1,-1,-1,0,0,0
24319-N23-6,-1,-1,-1,-1,0,0,0
24320-N23-1,-1,-1,-1,-1,0,0,0
24320-N23-2,-1,-1,-1,-1,0,0,0
24320-N23-3,-1,-1,-1,-1,0,0,0
24320-N23-4,-1,-1,-1,-1,0,0,0
24320-N23-5,-1,-1,-1,-1,0,0,0
24320-N23-6,-1,-1,-1,-1,0,0,0
24321-N23-1,-1,-1,-1,-1,0,0,0
24321-N23-2,-1,-1,-1,-1,0,0,0
24321-N23-3,-1,-1,-1,-1,0,0,0
24321-N23-4,-1,-1,-1,-1,0,0,0
24321-N23-5,-1,-1,-1,-1,0,0,0
24321-N23-6,-1,-1,-1,-1,0,0,0
24357-N23-1,-1,-1,-1,-1,0,0,0
24357-N23-2,-1,-1,-1,-1,0,0,0
24357-N23-3,-1,-1,-1,-1,0,0,0
24357-N23-4,-1,-1,-1,-1,0,0,0
24357-N23-5,-1,-1,-1,-1,0,0,0
24357-N23-6,-1,-1,-1,-1,0,0,0
25989-N23-1,-1,-1,-1,-1,0,0,0
25989-N23-2,-1,-1,-1,-1,0,0,0
25989-N23-3,-1,-1,-1,-1,0,0,0
25989-N23-4,-1,-1,-1,-1,0,0,0
25989-N23-5,-1,-1,-1,-1,0,0,0
25989-N23-6,-1,-1,-1,-1,0,0,0
25990-N23-1,-1,-1,-1,-1,0,0,0
25990-N23-2,-1,-1,-1,-1,0,0,0
25990-N23-3,-1,-1,-1,-1,0,0,0
25990-N23-4,-1,-1,-1,-1,0,0,0
25990-N23-5,-1,-1,-1,-1,0,0,0
25990-N23-6,-1,-1,-1,-1,0,0,0
25991-N23-1,-1,-1,-1,-1,0,0,0
25991-N23-2,-1,-1,-1,-1,0,0,0
25991-N23-3,-1,-1,-1,-1,0,0,0
25991-N23-4,-1,-1,-1,-1,0,0,0
25991-N23-5,-1,-1,-1,-1,0,0,0
25991-N23-6,-1,-1,-1,-1,0,0,0
25992-N23-1,-1,-1,-1,-1,0,0,0
25992-N23-2,-1,-1,-1,-1,0,0,0
25992-N23-3,-1,-1,-1,-1,0,0,0
25992-N23-4,-1,-1,-1,-1,0,0,0
25992-N23-5,-1,-1,-1,-1,0,0,0
25992-N23-6,-1,-1,-1,-1,0,0,0
24277-P19-1,-1,-1,-1,-1,0,0,0
24277-P19-2,-1,-1,-1,-1,0,0,0
24277-P19-3,-1,-1,-1,-1,0,0,0
24277-P19-4,-1,-1,-1,-1,0,0,0
24277-P19-5,-1,-1,-1,-1,0,0,0
24277-P19-6,-1,-1,-1,-1,0,0,0
24296-P19-1,-1,-1,-1,-1,0,0,0
24296-P19-2,-1,-1,-1,-1,0,0,0
24296-P19-3,-1,-1,-1,-1,0,0,0
24296-P19-4,-1,-1,-1,-1,0,0,0
24296-P19-5,-1,-1,-1,-1,0,0,0
24296-P19-6,-1,-1,-1,-1,0,0,0
24308-P19-1,-1,-1,-1,-1,0,0,0
24308-P19-2,-1,-1,-1,-1,0,0,0
24308-P19-3,-1,-1,-1,-1,0,0,0
24308-P19-4,-1,-1,-1,-1,0,0,0
24308-P19-5,-1,-1,-1,-1,0,0,0
24308-P19-6,-1,-1,-1,-1,0,0,0
24309-P19-1,-1,-1,-1,-1,0,0,0
24309-P19-2,-1,-1,-1,-1,0,0,0
24309-P19-3,-1,-1,-1,-1,0,0,0
24309-P19-4,-1,-1,-1,-1,0,0,0
24309-P19-5,-1,-1,-1,-1,0,0,0
24309-P19-6,-1,-1,-1,-1,0,0,0
25967-P19-1,-1,-1,-1,-1,0,0,0
25967-P19-2,-1,-1,-1,-1,0,0,0
25967-P19-3,-1,-1,-1,-1,0,0,0
25967-P19-4,-1,-1,-1,-1,0,0,0
25967-P19-5,-1,-1,-1,-1,0,0,0
25967-P19-6,-1,-1,-1,-1,0,0,0
25968-P19-1,-1,-1,-1,-1,0,0,0
25968-P19-2,-1,-1,-1,-1,0,0,0
25968-P19-3,-1,-1,-1,-1,0,0,0
25968-P19-4,-1,-1,-1,-1,0,0,0
25968-P19-5,-1,-1,-1,-1,0,0,0
25968-P19-6,-1,-1,-1,-1,0,0,0
25983-P19-1,-1,-1,-1,-1,0,0,0
25983-P19-2,-1,-1,-1,-1,0,0,0
25983-P19-3,-1,-1,-1,-1,0,0,0
25983-P19-4,-1,-1,-1,-1,0,0,0
25983-P19-5,-1,-1,-1,-1,0,0,0
25983-P19-6,-1,-1,-1,-1,0,0,0
25984-P19-1,-1,-1,-1,-1,0,0,0
25984-P19-2,-1,-1,-1,-1,0,0,0
25984-P19-3,-1,-1,-1,-1,0,0,0
25984-P19-4,-1,-1,-1,-1,0,0,0
25984-P19-5,-1,-1,-1,-1,0,0,0
25984-P19-6,-1,-1,-1,-1,0,0,0
24301-H12-1,-1,-1,0,-1,0,0,0
24301-H12-2,-1,-1,0,-1,0,0,0
24301-H12-3,-1,-1,0,-1,0,0,0
24301-H12-4,-1,-1,0,-1,0,0,0
24301-H12-5,-1,-1,0,-1,0,0,0
24301-H12-6,-1,-1,0,-1,0,0,0
24302-H12-1,-1,-1,0,-1,0,0,0
24302-H12-2,-1,-1,0,-1,0,0,0
24302-H12-3,-1,-1,0,-1,0,0,0
24302-H12-4,-1,-1,0,-1,0,0,0
24302-H12-5,-1,-1,0,-1,0,0,0
24302-H12-6,-1,-1,0,-1,0,0,0
24303-H12-1,-1,-1,0,-1,0,0,0
24303-H12-2,-1,-1,0,-1,0,0,0
24303-H12-3,-1,-1,0,-1,0,0,0
24303-H12-4,-1,-1,0,-1,0,0,0
24303-H12-5,-1,-1,0,-1,0,0,0
24303-H12-6,-1,-1,0,-1,0,0,0
24304-H12-1,-1,-1,0,-1,0,0,0
24304-H12-2,-1,-1,0,-1,0,0,0
24304-H12-3,-1,-1,0,-1,0,0,0
24304-H12-4,-1,-1,0,-1,0,0,0
24304-H12-5,-1,-1,0,-1,0,0,0
24304-H12-6,-1,-1,0,-1,0,0,0
25944-H12-1,-1,-1,0,-1,0,0,0
25944-H12-2,-1,-1,0,-1,0,0,0
25944-H12-3,-1,-1,0,-1,0,0,0
25944-H12-4,-1,-1,0,-1,0,0,0
25944-H12-5,-1,-1,0,-1,0,0,0
25944-H12-6,-1,-1,0,-1,0,0,0
25945-H12-1,-1,-1,0,-1,0,0,0
25945-H12-2,-1,-1,0,-1,0,0,0
25945-H12-3,-1,-1,0,-1,0,0,0
25945-H12-4,-1,-1,0,-1,0,0,0
25945-H12-5,-1,-1,0,-1,0,0,0
25945-H12-6,-1,-1,0,-1,0,0,0
25949-H12-1,-1,-1,0,-1,0,0,0
25949-H12-2,-1,-1,0,-1,0,0,0
25949-H12-3,-1,-1,0,-1,0,0,0
25949-H12-4,-1,-1,0,-1,0,0,0
25949-H12-5,-1,-1,0,-1,0,0,0
25949-H12-6,-1,-1,0,-1,0,0,0
24278-F22-1,-1,-1,-1,-1,0,0,0
24278-F22-2,-1,-1,-1,-1,0,0,0
24278-F22-3,-1,-1,-1,-1,0,0,0
24278-F22-4,-1,-1,-1,-1,0,0,0
24278-F22-5,-1,-1,-1,-1,0,0,0
24278-F22-6,-1,-1,-1,-1,0,0,0
24279-F22-1,-1,-1,-1,-1,0,0,0
24279-F22-2,-1,-1,-1,-1,0,0,0
24279-F22-3,-1,-1,-1,-1,0,0,0
24279-F22-4,-1,-1,-1,-1,0,0,0
24279-F22-5,-1,-1,-1,-1,0,0,0
24279-F22-6,-1,-1,-1,-1,0,0,0
24280-F22-1,-1,-1,-1,-1,0,0,0
24280-F22-2,-1,-1,-1,-1,0,0,0
24280-F22-3,-1,-1,-1,-1,0,0,0
24280-F22-4,-1,-1,-1,-1,0,0,0
24280-F22-5,-1,-1,-1,-1,0,0,0
24280-F22-6,-1,-1,-1,-1,0,0,0
24293-F22-1,-1,-1,-1,-1,0,0,0
24293-F22-2,-1,-1,-1,-1,0,0,0
24293-F22-3,-1,-1,-1,-1,0,0,0
24293-F22-4,-1,-1,-1,-1,0,0,0
24293-F22-5,-1,-1,-1,-1,0,0,0
24293-F22-6,-1,-1,-1,-1,0,0,0
26224-F22-1,-1,-1,-1,-1,0,0,0
26224-F22-2,-1,-1,-1,-1,0,0,0
26224-F22-3,-1,-1,-1,-1,0,0,0
26224-F22-4,-1,-1,-1,-1,0,0,0
26224-F22-5,-1,-1,-1,-1,0,0,0
26224-F22-6,-1,-1,-1,-1,0,0,0
26232-F22-1,-1,-1,-1,-1,0,0,0
26232-F22-2,-1,-1,-1,-1,0,0,0
26232-F22-3,-1,-1,-1,-1,0,0,0
26232-F22-4,-1,-1,-1,-1,0,0,0
26232-F22-5,-1,-1,-1,-1,0,0,0
26232-F22-6,-1,-1,-1,-1,0,0,0
26239-F22-1,-1,-1,-1,-1,0,0,0
26239-F22-2,-1,-1,-1,-1,0,0,0
26239-F22-3,-1,-1,-1,-1,0,0,0
26239-F22-4,-1,-1,-1,-1,0,0,0
26239-F22-5,-1,-1,-1,-1,0,0,0
26239-F22-6,-1,-1,-1,-1,0,0,0
26247-F22-1,-1,-1,-1,-1,0,0,0
26247-F22-2,-1,-1,-1,-1,0,0,0
26247-F22-3,-1,-1,-1,-1,0,0,0
26247-F22-4,-1,-1,-1,-1,0,0,0
26247-F22-5,-1,-1,-1,-1,0,0,0
26247-F22-6,-1,-1,-1,-1,0,0,0
24305-C09-1,0,-1,0,0,0,0,0
24305-C09-2,0,-1,0,0,0,0,0
24305-C09-3,0,-1,0,0,0,0,0
24305-C09-4,0,-1,0,0,0,0,0
24305-C09-5,0,-1,0,0,0,0,0
24305-C09-6,0,-1,0,0,0,0,0
24306-C09-1,0,-1,0,0,0,0,0
24306-C09-2,0,-1,0,0,0,0,0
24306-C09-3,0,-1,0,0,0,0,0
24306-C09-4,0,-1,0,0,0,0,0
24306-C09-5,0,-1,0,0,0,0,0
24306-C09-6,0,-1,0,0,0,0,0
24307-C09-1,0,-1,0,0,0,0,0
24307-C09-2,0,-1,0,0,0,0,0
24307-C09-3,0,-1,0,0,0,0,0
24307-C09-4,0,-1,0,0,0,0,0
24307-C09-5,0,-1,0,0,0,0,0
24307-C09-6,0,-1,0,0,0,0,0
24352-C09-1,0,-1,0,0,0,0,0
24352-C09-2,0,-1,0,0,0,0,0
24352-C09-3,0,-1,0,0,0,0,0
24352-C09-4,0,-1,0,0,0,0,0
24352-C09-5,0,-1,0,0,0,0,0
24352-C09-6,0,-1,0,0,0,0,0
25955-C09-1,0,-1,0,0,0,0,0
25955-C09-2,0,-1,0,0,0,0,0
25955-C09-3,0,-1,0,0,0,0,0
25955-C09-4,0,-1,0,0,0,0,0
25955-C09-5,0,-1,0,0,0,0,0
25955-C09-6,0,-1,0,0,0,0,0
25962-C09-1,0,-1,0,0,0,0,0
25962-C09-2,0,-1,0,0,0,0,0
25962-C09-3,0,-1,0,0,0,0,0
25962-C09-4,0,-1,0,0,0,0,0
25962-C09-5,0,-1,0,0,0,0,0
25962-C09-6,0,-1,0,0,0,0,0
25965-C09-1,0,-1,0,0,0,0,0
25965-C09-2,0,-1,0,0,0,0,0
25965-C09-3,0,-1,0,0,0,0,0
25965-C09-4,0,-1,0,0,0,0,0
25965-C09-5,0,-1,0,0,0,0,0
25965-C09-6,0,-1,0,0,0,0,0
25966-C09-1,0,-1,0,0,0,0,0
25966-C09-2,0,-1,0,0,0,0,0
25966-C09-3,0,-1,0,0,0,0,0
25966-C09-4,0,-1,0,0,0,0,0
25966-C09-5,0,-1,0,0,0,0,0
25966-C09-6,0,-1,0,0,0,0,0
24294-K01-1,-1,-1,-1,-1,0,0,0
24294-K01-2,-1,-1,-1,-1,0,0,0
24294-K01-3,-1,-1,-1,-1,0,0,0
24294-K01-4,-1,-1,-1,-1,0,0,0
24294-K01-5,-1,-1,-1,-1,0,0,0
24294-K01-6,-1,-1,-1,-1,0,0,0
24295-K01-1,-1,-1,-1,-1,0,0,0
24295-K01-2,-1,-1,-1,-1,0,0,0
24295-K01-3,-1,-1,-1,-1,0,0,0
24295-K01-4,-1,-1,-1,-1,0,0,0
24295-K01-5,-1,-1,-1,-1,0,0,0
24295-K01-6,-1,-1,-1,-1,0,0,0
24297-K01-1,-1,-1,-1,-1,0,0,0
24297-K01-2,-1,-1,-1,-1,0,0,0
24297-K01-3,-1,-1,-1,-1,0,0,0
24297-K01-4,-1,-1,-1,-1,0,0,0
24297-K01-5,-1,-1,-1,-1,0,0,0
24297-K01-6,-1,-1,-1,-1,0,0,0
24300-K01-1,-1,-1,-1,-1,0,0,0
24300-K01-2,-1,-1,-1,-1,0,0,0
24300-K01-3,-1,-1,-1,-1,0,0,0
24300-K01-4,-1,-1,-1,-1,0,0,0
24300-K01-5,-1,-1,-1,-1,0,0,0
24300-K01-6,-1,-1,-1,-1,0,0,0
25937-K01-1,-1,-1,-1,-1,0,0,0
25937-K01-2,-1,-1,-1,-1,0,0,0
25937-K01-3,-1,-1,-1,-1,0,0,0
25937-K01-4,-1,-1,-1,-1,0,0,0
25937-K01-5,-1,-1,-1,-1,0,0,0
25937-K01-6,-1,-1,-1,-1,0,0,0
25938-K01-1,-1,-1,-1,-1,0,0,0
25938-K01-2,-1,-1,-1,-1,0,0,0
25938-K01-3,-1,-1,-1,-1,0,0,0
25938-K01-4,-1,-1,-1,-1,0,0,0
25938-K01-5,-1,-1,-1,-1,0,0,0
25938-K01-6,-1,-1,-1,-1,0,0,0
25939-K01-1,-1,-1,-1,-1,0,0,0
25939-K01-2,-1,-1,-1,-1,0,0,0
25939-K01-3,-1,-1,-1,-1,0,0,0
25939-K01-4,-1,-1,-1,-1,0,0,0
25939-K01-5,-1,-1,-1,-1,0,0,0
25939-K01-6,-1,-1,-1,-1,0,0,0
25943-K01-1,-1,-1,-1,-1,0,0,0
25943-K01-2,-1,-1,-1,-1,0,0,0
25943-K01-3,-1,-1,-1,-1,0,0,0
25943-K01-4,-1,-1,-1,-1,0,0,0
25943-K01-5,-1,-1,-1,-1,0,0,0
25943-K01-6,-1,-1,-1,-1,0,0,0
24294-B11-1,-1,-1,1,2,0,0,0
24294-B11-2,-1,-1,1,2,0,0,0
24294-B11-3,-1,-1,1,2,0,0,0
24294-B11-4,-1,-1,1,2,0,0,0
24294-B11-5,-1,-1,1,2,0,0,0
24294-B11-6,-1,-1,1,2,0,0,0
24295-B11-1,-1,-1,1,2,0,0,0
24295-B11-2,-1,-1,1,2,0,0,0
24295-B11-3,-1,-1,1,2,0,0,0
24295-B11-4,-1,-1,1,2,0,0,0
24295-B11-5,-1,-1,1,2,0,0,0
24295-B11-6,-1,-1,1,2,0,0,0
24297-B11-1,-1,-1,1,2,0,0,0
24297-B11-2,-1,-1,1,2,0,0,0
24297-B11-3,-1,-1,1,2,0,0,0
24297-B11-4,-1,-1,1,2,0,0,0
24297-B11-5,-1,-1,1,2,0,0,0
24297-B11-6,-1,-1,1,2,0,0,0
24300-B11-1,-1,-1,1,2,0,0,0
24300-B11-2,-1,-1,1,2,0,0,0
24300-B11-3,-1,-1,1,2,0,0,0
24300-B11-4,-1,-1,1,2,0,0,0
24300-B11-5,-1,-1,1,2,0,0,0
24300-B11-6,-1,-1,1,2,0,0,0
25937-B11-1,-1,-1,1,2,0,0,0
25937-B11-2,-1,-1,1,2,0,0,0
25937-B11-3,-1,-1,1,2,0,0,0
25937-B11-4,-1,-1,1,2,0,0,0
25937-B11-5,-1,-1,1,2,0,0,0
25937-B11-6,-1,-1,1,2,0,0,0
25938-B11-1,-1,-1,1,2,0,0,0
25938-B11-2,-1,-1,1,2,0,0,0
25938-B11-3,-1,-1,1,2,0,0,0
25938-B11-4,-1,-1,1,2,0,0,0
25938-B11-5,-1,-1,1,2,0,0,0
25938-B11-6,-1,-1,1,2,0,0,0
25939-B11-1,-1,-1,1,2,0,0,0
25939-B11-2,-1,-1,1,2,0,0,0
25939-B11-3,-1,-1,1,2,0,0,0
25939-B11-4,-1,-1,1,2,0,0,0
25939-B11-5,-1,-1,1,2,0,0,0
25939-B11-6,-1,-1,1,2,0,0,0
25943-B11-1,-1,-1,1,2,0,0,0
25943-B11-2,-1,-1,1,2,0,0,0
25943-B11-3,-1,-1,1,2,0,0,0
25943-B11-4,-1,-1,1,2,0,0,0
25943-B11-5,-1,-1,1,2,0,0,0
25943-B11-6,-1,-1,1,2,0,0,0
