,Unnamed: 0,PubChem_CID,Compound Name,Severity Class,DILIConcern,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,NCTR,vNCTR,Greene,Sakatis,Xu,Zhu,INCHIKEY
502,530,5745,cortisone acetate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,0,0,-1,-1,-1,-1,ITRJWOMZKQRYTA-RFZYENFJSA-N
503,531,16129617,cosyntropin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)[C@@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC8=CNC=N8)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C(CO)N,0,0,-1,-1,-1,-1,ZOEFCCMDUURGSE-CQVUSSRSSA-N
504,532,24014,cupric chloride,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,Cl[Cu]Cl,0,0,-1,-1,-1,-1,ORTQZVOHEJQUHG-UHFFFAOYSA-L
505,533,5462245,cyanocobalamin,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,.,.,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3C(C([C@@H](O3)CO)OP(=O)(O)OC(C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],0,0,0,-1,-1,-1,FDJOLVPMNUYSCM-LEYWJKRPSA-M
506,534,444031,darifenacin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,0,0,-1,-1,-1,0,HXGBXQDTNZMWGS-RUZDIDTESA-N
507,535,30323,daunorubicin,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O,0,0,-1,-1,-1,-1,STQGQHZAVUOBTE-VGBVRHCVSA-N
508,536,16960,dexbrompheniramine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,.,.,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,0,0,0,-1,-1,-1,ZDIGNSYAACHWNL-HNNXBMFYSA-N
509,537,33036,dexchlorpheniramine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0,0,-1,-1,-1,-1,SOYKEARSMXGVTM-HNNXBMFYSA-N
510,538,4678,dexpanthenol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,CC(C)(CO)C(C(=O)NCCCO)O,0,0,-1,-1,-1,0,SNPLKNRPJHDVJA-UHFFFAOYSA-N
511,539,5826,dextroamphetamine,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C[C@@H](CC1=CC=CC=C1)N,0,0,2,-1,1,-1,KWTSXDURSIMDCE-QMMMGPOBSA-N
512,540,5360696,dextromethorphan,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC,0,0,0,-1,0,-1,MKXZASYAUGDDCJ-NJAFHUGGSA-N
513,541,5793,dextrose,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,0,0,-1,-1,-1,-1,WQZGKKKJIJFFOK-GASJEMHNSA-N
514,542,2140,diatrizoate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,0,0,-1,-1,-1,-1,YVPYQUNUQOZFHG-UHFFFAOYSA-N
515,543,3038,dichlorphenamide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0,0,-1,-1,-1,0,GJQPMPFPNINLKP-UHFFFAOYSA-N
516,544,3042,dicyclomine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0,0,-1,-1,-1,-1,CURUTKGFNZGFSE-UHFFFAOYSA-N
517,545,7029,diethylpropion,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0,0,-1,-1,-1,-1,XXEPPPIWZFICOJ-UHFFFAOYSA-N
518,546,30322,digoxin,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,0,0,0,0,0,-1,LTMHDMANZUZIPE-YUICGFAKSA-N
519,547,10531,dihydroergotamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,0,0,-1,-1,-1,0,LUZRJRNZXALNLM-JGRZULCMSA-N
520,548,441281,dimenhydrinate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1C(=C2C(=NC(=N2)Cl)N(C1=O)C)[O-].C[NH+](C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0,0,-1,-1,-1,-1,KKRAMGIVRBZVCD-UHFFFAOYSA-N
521,549,3080,dimercaprol,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C(C(CS)S)O,0,0,2,-1,1,-1,WQABCVAJNWAXTE-UHFFFAOYSA-N
522,550,3100,diphenhydramine,0,No-DILI-Concern,vNo-DILI-Concern,NE,non-hepatotixic,Negative,.,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,0,0,0,0,0,-1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N
523,551,13505,diphenoxylate,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,0,0,0,-1,0,-1,HYPPXZBJBPSRLK-UHFFFAOYSA-N
524,552,36811,dobutamine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,0,0,0,-1,0,-1,JRWZLRBJNMZMFE-UHFFFAOYSA-N
525,553,71329,dofetilide,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,0,0,-1,0,-1,-1,IXTMWRCNAAVVAI-UHFFFAOYSA-N
526,554,681,dopamine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1=CC(=C(C=C1CCN)O)O,0,0,0,-1,0,-1,VYFYYTLLBUKUHU-UHFFFAOYSA-N
527,555,3156,doxapram,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4,0,0,-1,-1,-1,-1,XFDJYSQDBULQSI-UHFFFAOYSA-N
528,556,3162,doxylamine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0,0,-1,-1,-1,-1,HCFDWZZGGLSKEP-UHFFFAOYSA-N
529,557,3168,droperidol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,Negative,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,0,0,-1,-1,-1,0,RMEDXOLNCUSCGS-UHFFFAOYSA-N
530,558,152945,dutasteride,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@]12CCC3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,0,0,-1,-1,-1,-1,JWJOTENAMICLJG-VYZSUTEISA-N
531,559,3182,dyphylline,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,0,0,-1,-1,-1,-1,KSCFJBIXMNOVSH-UHFFFAOYSA-N
532,560,44152182,ecallantide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)N)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)[C@H](C)O)CC1=CC=CC=C1)[C@@H](C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O,0,0,-1,-1,-1,-1,VBGWSQKGUZHFPS-VGMMZINCSA-N
533,562,3202,edrophonium,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,Negative,CC[N+](C)(C)C1=CC(=CC=C1)O,0,0,0,-1,0,0,VWLHWLSRQJQWRG-UHFFFAOYSA-O
534,563,9294,ephedrine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@@H]([C@@H](C1=CC=CC=C1)O)NC,0,0,-1,-1,-1,-1,KWGRBVOPPLSCSI-WPRPVWTQSA-N
535,564,5816,epinephrine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0,0,-1,-1,-1,-1,UCTWMZQNUQWSLP-VIFPVBQESA-N
536,565,127893,epoetin alfa,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC=C(C=C1)CC(CC(=O)CNC(=O)C2=CC=CC=C2)C(=O)O,0,0,-1,-1,-1,-1,PIWHBPJCPCXFEU-UHFFFAOYSA-N
537,566,123610,eptifibatide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,0,0,-1,-1,-1,-1,CZKPOZZJODAYPZ-UHFFFAOYSA-N
538,567,5280793,ergocalciferol,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,0,0,0,-1,0,-1,MECHNRXZTMCUDQ-RKHKHRCZSA-N
539,569,59768,esmolol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,0,0,-1,-1,-1,-1,AQNDDEOPVVGCPG-UHFFFAOYSA-N
540,570,3261,estazolam,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,0,0,-1,-1,-1,-1,CDCHDCWJMGXXRH-UHFFFAOYSA-N
541,571,6433328,ethanolamine oleate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCCCC/C=C/CCCCCCCC(=O)O.C(CO)N,0,0,-1,-1,-1,-1,KGWDUNBJIMUFAP-RRABGKBLSA-N
542,572,3305,etidronic acid,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,CC(O)(P(=O)(O)O)P(=O)(O)O,0,0,-1,0,-1,-1,DBVJJBKOTRCVKF-UHFFFAOYSA-N
543,573,36339,etomidate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,0,0,-1,-1,-1,-1,NPUKDXXFDDZOKR-UHFFFAOYSA-N
544,574,9552071,exametazime,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[C@@H](NCC(CN[C@@H](/C(=N/O)/C)C)(C)C)/C(=N/O)/C,0,0,-1,-1,-1,-1,BPNZYADGDZPRTK-UDUYQYQQSA-N
545,575,16157882,exenatide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC9=CN=CN9)N,0,0,-1,-1,-1,-1,HTQBXNHDCUEHJF-XWLPCZSASA-N
546,576,3341,fenoldopam,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,0,0,-1,-1,-1,-1,TVURRHSHRRELCG-UHFFFAOYSA-N
547,579,14789,ferumoxytol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,O[Fe]=O.O[Fe]=O.[Fe],0,0,-1,-1,-1,-1,UCNNJGDEJXIUCC-UHFFFAOYSA-L
548,580,9849808,fesoterodine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(=C/C(=O)O)\C(=O)O,0,0,-1,-1,-1,-1,MWHXMIASLKXGBU-RNCYCKTQSA-N
549,581,3348,fexofenadine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,0,0,0,-1,0,-1,RWTNPBWLLIMQHL-UHFFFAOYSA-N
550,582,3354,flavoxate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,0,0,-1,-1,-1,-1,SPIUTQOUKAMGCX-UHFFFAOYSA-N
551,583,30751,fludarabine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,0,0,-1,-1,-1,-1,GIUYCYHIANZCFB-FJFJXFQQSA-N
552,584,31378,fludrocortisone,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F,0,0,0,-1,0,-1,AAXVEMMRQDVLJB-BULBTXNYSA-N
553,585,3373,flumazenil,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,0,0,0,-1,0,-1,OFBIFZUFASYYRE-UHFFFAOYSA-N
554,586,16850,fluorescein,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,0,0,-1,-1,-1,-1,GNBHRKFJIUUOQI-UHFFFAOYSA-N
555,587,6037,folic acid,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,0,0,0,-1,0,-1,OVBPIULPVIDEAO-LBPRGKRZSA-N
556,588,77992,frovatriptan,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,0,0,-1,-1,-1,-1,XPSQPHWEGNHMSK-SECBINFHSA-N
557,589,6918204,gadobenate dimeglumine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3],0,0,-1,-1,-1,-1,OCDAWJYGVOLXGZ-VPVMAENOSA-K
558,590,158440,gadofosveset trisodium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1CC(CCC1OP(=O)([O-])OC[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.O.[Na+].[Na+].[Na+].[Gd+3],0,0,-1,-1,-1,-1,PIZALBORPSCYJU-QSQMUHTISA-H
559,592,55466,gadopentetate dimeglumine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,-1,-1,-1,-1,LGMLJQFQKXPRGA-VPVMAENOSA-K
560,593,60714,gadoteridol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],0,0,-1,-1,-1,-1,DPNNNPAKRZOSMO-UHFFFAOYSA-K
561,594,444013,gadoversetamide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,-1,-1,-1,-1,HBEAOBRDTOXWRZ-UHFFFAOYSA-K
562,596,23663870,gamma hydroxybutyric acid,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(CC(=O)[O-])CO.[Na+],0,0,-1,-1,-1,-1,XYGBKMMCQDZQOZ-UHFFFAOYSA-M
563,597,16130957,ganirelix acetate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCNC(=NCCCC[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC,0,0,-1,-1,-1,-1,GJNXBNATEDXMAK-PFLSVRRQSA-N
564,598,3494,glycopyrrolate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,0,0,-1,-1,-1,-1,ANGKOCUUWGHLCE-UHFFFAOYSA-N
565,599,3516,guaifenesin,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,COC1=CC=CC=C1OCC(CO)O,0,0,-1,0,-1,-1,HSRJKNPTNIJEKV-UHFFFAOYSA-N
566,600,3518,guanethidine,0,No-DILI-Concern,vNo-DILI-Concern,HH,.,Positive,.,C1CCCN(CCC1)CCN=C(N)N,0,0,2,-1,1,-1,ACGDKVXYNVEAGU-UHFFFAOYSA-N
567,602,65513,histamine diphosphate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,0,0,-1,-1,-1,-1,ZHIBQGJKHVBLJJ-UHFFFAOYSA-N
568,605,5754,hydrocortisone,0,No-DILI-Concern,vNo-DILI-Concern,.,.,Negative,.,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,0,0,-1,-1,0,-1,JYGXADMDTFJGBT-VWUMJDOOSA-N
569,606,3658,hydroxyzine,0,No-DILI-Concern,vNo-DILI-Concern,.,non-hepatotixic,.,.,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0,0,-1,0,-1,-1,ZQDWXGKKHFNSQK-UHFFFAOYSA-N
570,607,60852,ibandronate,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0,0,-1,-1,-1,-1,MPBVHIBUJCELCL-UHFFFAOYSA-N
571,609,60753,ibutilide,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0,0,-1,-1,-1,-1,ALOBUEHUHMBRLE-UHFFFAOYSA-N
572,612,19190,indocyanine green,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+],0,0,-1,-1,-1,-1,MOFVSTNWEDAEEK-UHFFFAOYSA-M
573,613,3739,iodipamide meglumine,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,0,0,-1,-1,-1,-1,FFINMCNLQNTKLU-UHFFFAOYSA-N
574,614,3737,iothalamate sodium,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,0,0,-1,-1,-1,-1,UXIGWFXRQKWHHA-UHFFFAOYSA-N
575,615,3741,ioversol,0,No-DILI-Concern,vNo-DILI-Concern,.,.,.,.,C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,0,0,-1,-1,-1,-1,AMDBBAQNWSUWGN-UHFFFAOYSA-N
576,616,3779,isoproterenol,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,0,0,0,-1,0,-1,JWZZKOKVBUJMES-UHFFFAOYSA-N
577,617,6883,isosorbide dinitrate,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],0,0,0,-1,0,-1,MOYKHGMNXAOIAT-JGWLITMVSA-N
578,618,3783,isoxsuprine,0,No-DILI-Concern,vNo-DILI-Concern,NE,.,Negative,.,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,0,0,0,-1,0,-1,BMUKKTUHUDJSNZ-UHFFFAOYSA-N
